3416,Massachusetts Institute of Technology,(Unknown),"",MTH,RESEARCH,United States,N
3417,Massey University School of Aviation,(Unknown),"",MSY,MASSEY,New Zealand,N
3418,Master Airways,(Unknown),"",MSW,MASTER AIRWAYS,Serbia,N
3419,Master Planner,(Unknown),"",MPL,"",United States,N
3420,Masterjet,(Unknown),"",LMJ,MASTERJET,Portugal,N
3421,Mastertop Linhas Aereas,(Unknown),Q4,"","",Brazil,N
3422,Mauria,(Unknown),"",MIA,MAURIA,Mauritania,N
3423,Mauritanienne Aerienne Et Navale,(Unknown),"",MNV,NAVALE,Mauritania,N
3424,Mauritanienne Air Fret,(Unknown),"",MRF,MAUR-FRET,Mauritania,N
3425,Mauritanienne Airways,(Unknown),"",MWY,MAURITANIENNE,Mauritania,N
3426,Mauritanienne De Transport Aerien,(Unknown),"",MDE,MAURI-TRANS,Mauritania,N
3427,Maverick Airways,(Unknown),"",MVR,MAV-AIR,United States,N
3428,Mavial Magadan Airlines,(Unknown),H5,MVL,Mavial,Russia,N
3429,Max Avia,(Unknown),"",MAI,MAX AVIA,Kyrgyzstan,N
3430,Max Sea Food,(Unknown),"",MSF,MAXESA,El Salvador,N
3431,Max-Aviation,(Unknown),"",MAX,MAX AVIATION,Canada,N
3432,Maxair,(Unknown),8M,MXL,MAXAIR,Sweden,Y
3433,Maximus Air Cargo,(Unknown),"",MXU,CARGO MAX,United Arab Emirates,N
3434,Maxjet Airways,(Unknown),MY,MXJ,MAX-JET,United States,N
3435,Maxsus-Avia,(Unknown),"",MXS,MAXSUS-AVIA,Uzbekistan,N
3436,May Air Xpress,(Unknown),"",MXP,BEECHNUT,United States,N
3437,Maya Island Air,(Unknown),MW,MYD,MYLAND,Belize,Y
3438,Mayair,(Unknown),"",MYI,MAYAIR,Mexico,N
3439,Mbach Air,(Unknown),"",MBS,MBACHI AIR,Malawi,N
3440,McAlpine Helicopters,(Unknown),"",MCH,MACLINE,United Kingdom,N
3441,McCall Aviation,(Unknown),"",MKL,MCCALL,United States,N
3442,McDonnell Douglas,(Unknown),"",DAC,DACO,United States,N
3443,McNeely Charter Services,(Unknown),"",MDS,MID-SOUTH,United States,N
3444,Med-Trans of Florida,(Unknown),"",MEK,MED-TRANS,United States,N
3445,Medavia Company,(Unknown),"",MDM,MEDAVIA,Malta,N
3446,Medical Air Rescue Services,(Unknown),"",MRZ,MARS,Zimbabwe,N
3447,Medical Aviation Services,(Unknown),"",MCL,MEDIC,United Kingdom,N
3448,Mediterranean Air Freight,(Unknown),"",MDF,MED-FREIGHT,Greece,N
3449,Mediterranean Airways,(Unknown),"",MDY,"",Egypt,N
3450,Medjet International,(Unknown),"",MEJ,MEDJET,United States,N
3451,Mega,(Unknown),"",MGK,MEGLA,Kazakhstan,N
3452,Mega Linhas Aereas,(Unknown),"",MEL,MEGA AIR,Brazil,N
3453,Mekong Airlines,(Unknown),"",MKN,MEKONG AIRLINES,Cambodia,N
3454,Menajet,(Unknown),IM,MNJ,MENAJET,Lebanon,N
3456,Merchant Express Aviation,(Unknown),"",MXX,MERCHANT,Nigeria,N
3457,Mercury Aircourier Service,(Unknown),"",MEC,MERCAIR,United States,N
3458,Meridian,(Unknown),"",POV,AIR POLTAVA,Ukraine,N
3459,Meridian Air Cargo,(Unknown),"",MRD,MERIDIAN,United States,N
3460,Meridian Airlines,(Unknown),"",MHL,HASSIMAIR,Nigeria,N
3461,Meridian Aviation,(Unknown),"",DSL,DIESEL,United Kingdom,N
3462,Meridian Limited,(Unknown),"",MEM,MERIDIAN CHERRY,Ukraine,N
3463,Meridiana,(Unknown),IG,ISS,MERAIR,Italy,Y
3464,Merlin Airways,(Unknown),"",MEI,AVALON,United States,N
3465,Merpati Nusantara Airlines,(Unknown),MZ,MNA,MERPATI,Indonesia,Y
3466,Mesa Airlines,(Unknown),YV,ASH,AIR SHUTTLE,United States,Y
3467,Mesaba Airlines,(Unknown),XJ,MES,MESABA,United States,Y
3468,Meta Linhas A,(Unknown),"",MSQ,META,Brazil,N
3469,Meteorological Research Flight,(Unknown),"",MET,METMAN,United Kingdom,N
3470,Methow Aviation,(Unknown),"",MER,METHOW,United States,N
3471,Metro Business Aviation,(Unknown),"",MVI,"",United Kingdom,N
3472,Metro Express,(Unknown),"",MEX,EAGLE EXPRESS,United States,N
3473,Metroflight,(Unknown),"",MTR,METRO,United States,N
3474,Metrojet,(Unknown),"",MTJ,METROJET,Hong Kong SAR of China,N
3475,Metropix UK,(Unknown),"",PIX,METROPIX,United Kingdom,N
3476,Metroplis,(Unknown),"",MPS,METRO REGIONAL,Netherlands,N
3477,Mex Blue,(Unknown),"",MXB,MEX BLUE,Mexico,N
3478,Mex-Jet,(Unknown),"",MJT,MEJETS,Mexico,N
3479,Mexicana de Aviaci,(Unknown),MX,MXA,MEXICANA,Mexico,Y
3480,Mexico Transportes Aereos,(Unknown),"",MXT,TRANSMEX,Mexico,N
3481,Miami Air Charter,(Unknown),"",HUR,HURRICANE CHARTER,United States,N
3482,Miami Air International,(Unknown),GL,BSK,BISCAYNE,United States,N
3483,Miami Valley Aviation,(Unknown),"",OWL,NIGHT OWL,United States,N
3484,Miapet-Avia,(Unknown),"",MPT,MIAPET,Armenia,N
3485,Michelin Air Services,(Unknown),"",BIB,"",France,N
3486,Micromatter Technology Solutions,(Unknown),"",WIZ,WIZARD,United Kingdom,N
3487,Mid Airlines,(Unknown),"",NYL,NILE,Sudan,N
3488,Mid-Pacific Airlines,(Unknown),"",MPA,MID PAC,United States,N
3489,Midamerica Jet,(Unknown),"",MJR,MAJOR,United States,N
3490,Middle East Airlines,(Unknown),ME,MEA,CEDAR JET,Lebanon,Y
3491,Midland Airport Services,(Unknown),"",MID,"",United Kingdom,N
3492,Midline Air Freight,(Unknown),"",MFR,MIDLINE FREIGHT,United States,N
3493,Midstate Airlines,(Unknown),"",MIS,MIDSTATE,United States,N
3494,Midway Airlines,(Unknown),JI,MDW,MIDWAY,United States,Y
3495,Midway Express,(Unknown),"",FLA,PALM,United States,N
3496,Midwest Air Freighters,(Unknown),"",FAX,FAIRFAX,United States,N
3497,Midwest Airlines,(Unknown),YX,MEP,"",United States,Y
3498,Midwest Airlines (Egypt),(Unknown),MY,MWA,"",Egypt,Y
3499,Midwest Aviation,(Unknown),"",NIT,NIGHTTRAIN,United States,N
3500,Midwest Aviation Division,(Unknown),"",MWT,MIDWEST,United States,N
3501,Midwest Helicopters De Mexico,(Unknown),"",HTE,HELICOPTERSMEXICO,Mexico,N
3502,Millardair,(Unknown),"",MAB,MILLARDAIR,Canada,N
3503,Millen Corporation,(Unknown),"",RJM,MILLEN,United Kingdom,N
3504,Millennium Air,(Unknown),"",MLK,NIGERJET,Nigeria,N
3505,Miller Flying Services,(Unknown),"",MFS,MILLER TIME,United States,N
3506,Million Air,(Unknown),"",OXO,MILL AIR,United States,N
3507,Mimino,(Unknown),"",MIM,MIMINO,Russia,N
3508,Mina Airline Company,(Unknown),"",NAB,"",Egypt,N
3509,Minair,(Unknown),"",OMR,ORMINE,Central African Republic,N
3510,Minebea Technologies,(Unknown),"",EBE,MINEBEA,United States,N
3511,Mines Air Services Zambia,(Unknown),"",MAZ,MINES,Zambia,N
3512,Miniliner,(Unknown),"",MNL,MINILINER,Italy,N
3513,Ministic Air,(Unknown),"",MNS,MINISTIC,Canada,N
3514,Ministry of Agriculture,(Unknown),"",WDG,Fisheries and Food,WATCHDOG,N
3515,Minsk Aircraft Overhaul Plant,(Unknown),"",LIR,LISLINE,Belarus,N
3516,Miramichi Air Service,(Unknown),"",MIR,MIRAMICHI,Canada,N
3517,Miras,(Unknown),"",MIF,MIRAS,Kazakhstan,N
3518,Misr Overseas Airways,(Unknown),"",MOS,"",Egypt,N
3519,Mission Aviation Fellowship,(Unknown),"",MAF,MISSI,Indonesia,N
3520,Missionair,(Unknown),"",MSN,MISIONAIR,Spain,N
3521,Missions Gouvernemtales Francaises,(Unknown),"",MRN,MARIANNE,France,N
3522,Mississippi State University,(Unknown),"",BDG,BULLDOG,United States,N
3523,Mississippi Valley Airways,(Unknown),"",MVA,VALAIR,United States,N
3524,Mistral Air,(Unknown),"",MSA,AIRMERCI,Italy,N
3525,Mobil Oil,(Unknown),"",MBO,MOBIL,Canada,N
3526,Mocambique Expresso,(Unknown),"",MXE,MOZAMBIQUE EXPRESS,Mozambique,N
3527,Mofaz Air,(Unknown),"",MFZ,MOFAZ AIR,Malaysia,N
3528,Moldaeroservice,(Unknown),"",MLE,MOLDAERO,Moldova,N
3529,Moldavian Airlines,(Unknown),2M,MDV,MOLDAVIAN,Moldova,Y
3530,Moldova,(Unknown),"",MVG,MOLDOVA-STATE,Moldova,N
3531,Mombasa Air Safari,(Unknown),"",RRV,SKYROVER,Kenya,N
3532,Monarch Airlines,(Unknown),ZB,MON,MONARCH,United Kingdom,Y
3533,Monarch Airlines,(Unknown),"",MNH,MONARCH AIR,United States,N
3534,Myway Airlines,(Unknown),8I,"","",Italy,Y
3535,Moncton Flying Club,(Unknown),"",MFC,EAST WIND,Canada,N
3536,Monde Air Charters,(Unknown),"",MDB,MONDEAIR CARGO,United Kingdom,N
3537,Monerrey Air Taxi,(Unknown),"",MTI,MONTERREY AIR,Mexico,N
3538,Monky Aerotaxis,(Unknown),"",MKY,MONKY,Mexico,N
3539,Montenegro Airlines,(Unknown),YM,MGX,MONTAIR,Montenegro,Y
3540,Montserrat Airways,(Unknown),"",MNT,MONTSERRAT,Montserrat,N
3541,Mooney Aircraft Corporation,(Unknown),"",MNY,MOONEY FLIGHT,United States,N
3542,Morningstar Air Express,(Unknown),"",MAL,MORNINGSTAR,Canada,Y
3543,Morris Air Service,(Unknown),"",MSS,WASATCH,United States,N
3544,Morrison Flying Service,(Unknown),"",MRO,MORRISON,United States,N
3545,Moskovia Airlines,(Unknown),3R,GAI,GROMOV AIRLINE,Russia,Y
3546,Mosphil Aero,(Unknown),"",MPI,MOSPHIL,Philippines,N
3547,Motor Sich,(Unknown),M9,MSI,MOTOR SICH,Ukraine,Y
3548,Mount Cook Airlines,(Unknown),NM,NZM,MOUNTCOOK,New Zealand,N
3549,Mountain Air Cargo,(Unknown),"",MTN,MOUNTAIN,United States,N
3550,Mountain Air Company,(Unknown),N4,MTC,MOUNTAIN LEONE,Sierra Leone,N
3551,Mountain Air Express,(Unknown),"",PKP,PIKES PEAK,United States,N
3552,Mountain Air Service,(Unknown),"",BRR,MOUNTAIN AIR,United States,N
3553,Mountain Bird,(Unknown),"",MBI,MOUNTAIN BIRD,United States,N
3554,Mountain High Aviation,(Unknown),"",MHA,MOUNTAIN HIGH,United States,N
3555,Mountain Pacific Air,(Unknown),"",MPC,MOUNTAIN PACIFIC,Canada,N
3556,Mountain Valley Air Service,(Unknown),"",MTV,MOUNTAIN VALLEY,United States,N
3557,Mowhawk Airlines,(Unknown),"",MOW,MOHAWK AIR,United States,N
3558,Mudan Airlines,(Unknown),"",MDN,"",Somali Republic,N
3559,Mudanjiang General Aviation,(Unknown),"",CMJ,MUDANJIANG,China,N
3560,Multi Taxi,(Unknown),"",MTX,MULTITAXI,Mexico,N
3561,Multi-Aero,(Unknown),"",WBR,WEBER,United States,N
3562,Multiflight,(Unknown),"",MFT,YORKAIR,"",N
3563,Murmansk Aircompany,(Unknown),"",MNZ,MURMAN AIR,Russia,N
3564,Murray Air,(Unknown),"",MUA,MURRAY AIR,United States,N
3565,Musrata Air Transport,(Unknown),"",MMR,MUSRATA AIR,Libya,N
3566,Mustique Airways,(Unknown),"",MAW,MUSTIQUE,Barbados,N
3567,My Way Airlines,(Unknown),"",MYW,FRANKY,Italy,N
3568,MyTravel Airways,(Unknown),VZ,MYT,KESTREL,United Kingdom,Y
3569,Myanma Airways,(Unknown),UB,UBA,UNIONAIR,Myanmar,Y
3570,Myanmar Airways International,(Unknown),8M,MMM,assignment postponed,Myanmar,Y
3571,Myflug,(Unknown),"",MYA,MYFLUG,Iceland,Y
3572,Mytravel Airways,(Unknown),"",VKG,VIKING,Denmark,N
3573,NEL Cargo,(Unknown),"",NLG,NELCARGO,Ivory Coast,N
3574,NHT Lineas Aereas,(Unknown),"",NHG,HELGA,Brazil,N
3575,NZ Warbirds Association,(Unknown),"",WAR,WARBIRDS,New Zealand,N
3576,Nacoia Lda,(Unknown),"",ANL,AIR NACOIA,Angola,N
3577,Nada Air Service,(Unknown),"",NHZ,NADA AIR,Chad,N
3578,Compangnie Nationale Naganagani,(Unknown),"",BFN,"",Burkina Faso,N
3579,Nahanni Air Services Ltd,(Unknown),"",NAH,NAHANNI,Canada,N
3580,Nakheel Aviation,(Unknown),"",NKL,NAKHEEL,United Arab Emirates,N
3581,Namibia Commerical Aviation,(Unknown),"",MRE,MED RESCUE,Namibia,N
3582,Namibian Defence Force,(Unknown),"",NDF,NAMIBIAN AIR FORCE,Namibia,N
3583,Nanjing Airlines,(Unknown),"",CNJ,NINGHANG,China,N
3584,Nantucket Airlines,(Unknown),DV,ACK,ACK AIR,United States,N
3585,Nanyah Aviation,(Unknown),"",NYA,NANYAH,Israel,N
3586,Napier Air Service Inc,(Unknown),"",NAP,NAPIER,United States,N
3587,Nas Air,(Unknown),"",NCM,AIR BANE,Angola,N
3588,Nas Air,(Unknown),P9,"","",Mali,N
3589,Nasair,(Unknown),UE,NAS,NASAIRWAYS,Eritrea,Y
3590,Nashville Jet Charters,(Unknown),"",NJC,NASHVILLE JET,United States,N
3591,Natalco Air Lines,(Unknown),"",NCO,NATALCO,S,N
3592,Natioanl Air Traffic Controllers Association,(Unknown),"",NTK,NATCA,United States,N
3593,National Air Charter,(Unknown),"",NSR,NASAIR,Indonesia,N
3594,National Air Traffic Services,(Unknown),"",RFI,SHERLOCK,United Kingdom,N
3595,National Airlines,(Unknown),"",NAN,NATION AIR,United States,N
3596,National Airlines,(Unknown),N4,NCN,"",Chile,N
3597,National Airlines,(Unknown),N7,ROK,RED ROCK,United States,N
3598,National Airlines,(Unknown),NA,NAL,NATIONAL,United States,N
3599,National Airlines,(Unknown),"",KUS,KUSWAG,South Africa,N
3600,National Airways Cameroon,(Unknown),9O,"","",Cameroon,N
3601,National Airways Corporation,(Unknown),"",LFI,AEROMED,South Africa,N
3602,National Aviation Company,(Unknown),"",GTY,"",Egypt,N
3603,National Aviation Consultants,(Unknown),"",TNC,NATCOM,Canada,N
3604,National Express,(Unknown),"",NXT,NATIONAL FREIGHT,United States,N
3605,National Grid,(Unknown),"",GRD,GRID,United Kingdom,N
3606,National Jet Express,(Unknown),"",JTE,JETEX,Australia,N
3607,National Jet Service,(Unknown),"",AND,AIR INDIANA,United States,N
3608,National Jet Systems,(Unknown),NC,NJS,NATIONAL JET,Australia,Y
3609,National Oceanic and Atmospheric Administration,(Unknown),"",NAA,NOAA,United States,N
3610,National Overseas Airlines Company,(Unknown),"",NOL,NAT AIRLINE,Egypt,N
3611,Nationale Luchtvaartschool,(Unknown),"",NLS,PANDER,Netherlands,N
3612,Nations Air Express Inc,(Unknown),"",NAE,NATIONS EXPRESS,United States,N
3613,Nationwide Airlines,(Unknown),CE,NTW,NATIONWIDE,South Africa,Y
3614,Nationwide Airlines (Zambia),(Unknown),"",NWZ,ZAMNAT,Zambia,N
3615,Natural Environment Research Council,(Unknown),"",EVM,SCIENCE,United Kingdom,N
3616,Natureair,(Unknown),"",NRR,NATUREAIR,Costa Rica,N
3617,Naturelink Charter,(Unknown),"",NRK,NATURELINK,South Africa,N
3618,Nauru Air Corporation,(Unknown),ON,RON,AIR NAURU,Nauru,Y
3619,NAV CANADA,(Unknown),"",NVC,NAV CAN,Canada,N
3620,Nav Flight Planning,(Unknown),"",NAV,NAV DISPATCH,Czech Republic,N
3621,Navegacao Aerea De Portugal,(Unknown),"",NVP,"",Portugal,N
3622,Navegacion Servicios Aereos Canarios SA,(Unknown),"",NAY,NAYSA,Spain,N
3623,Navid,(Unknown),"",IRI,NAVID,Iran,N
3624,Naviera Mexicana,(Unknown),"",NVM,NAVIERA,Mexico,N
3625,Navigator Airlines,(Unknown),"",NVL,NAVLINES,Armenia,N
3626,Navinc Airlines Services,(Unknown),"",XNV,"",United States,N
3627,Navitaire,(Unknown),1N,"","",United States,N
3628,Navtech System Support,(Unknown),"",XNS,"",Canada,N
3629,Nayzak Air Transport,(Unknown),"",NZA,"",Libya,N
3630,State of Nebraska,(Unknown),"",NEB,NEBRASKA,United States,N
3631,Necon Air,(Unknown),"",NEC,NECON AIR,Nepal,N
3632,Nederlandse Kustwacht,(Unknown),"",NCG,NETHERLANDS COASTGUARD,Netherlands,N
3633,Nefteyugansk Aviation Division,(Unknown),"",NFT,NEFTEAVIA,Russia,N
3634,Neiltown Air,(Unknown),"",NLA,NEILTOWN AIR,Canada,N
3635,Nelair Charters,(Unknown),"",NLC,NELAIR,South Africa,N
3636,Nelson Aviation College,(Unknown),"",CGE,COLLEGE,New Zealand,N
3637,Nepal Airlines,(Unknown),RA,RNA,ROYAL NEPAL,Nepal,Y
3638,Neos,(Unknown),NO,NOS,MOONFLOWER,Italy,N
3639,Neosiam Airways,(Unknown),"",TOX,SKY KINGDOM,Thailand,N
3640,Neric,(Unknown),"",NSL,NERICAIR,United Kingdom,N
3641,NetJets,(Unknown),1I,EJA,EXECJET,United States,Y
3642,Network Aviation Services,(Unknown),"",NET,NETWORK,Nigeria,N
3643,New England Air Express,(Unknown),"",NEZ,ENGAIR,United States,N
3644,New England Airlines,(Unknown),EJ,NEA,NEW ENGLAND,United States,Y
3645,New Heights 291,(Unknown),"",NHT,NEWHEIGHTS,South Africa,N
3646,New World Jet Corporation,(Unknown),"",NWD,NEW WORLD,United States,N
3647,New York Helicopter,(Unknown),"",NYH,NEW YORK,United States,N
3648,New York State Police,(Unknown),"",GRY,GRAY RIDER,United States,N
3649,New Zealand Air Defence Force,(Unknown),"",KRC,KIWI RESCUE,New Zealand,N
3650,Newair,(Unknown),"",HVA,HAVEN-AIR,United States,N
3651,Newfoundland Labrador Air Transport,(Unknown),"",NLT,NALAIR,Canada,N
3652,NextJet,(Unknown),2N,NTJ,NEXTJET,Sweden,Y
3653,Nextflight Aviation,(Unknown),"",NXF,NEXTFLIGHT,United States,N
3654,Nexus Aviation,(Unknown),"",NXS,NEXUS AVIATION,Nigeria,N
3655,Nicaraguense De Aviacion,(Unknown),"",NIS,NICA,Nicaragua,N
3656,Nicon Airways,(Unknown),"",NCN,NICON AIRWAYS,Nigeria,N
3657,Nigeria Airways,(Unknown),"",NGA,NIGERIA,Nigeria,N
3658,Nigerian Air Force,(Unknown),"",NGR,NIGERIAN AIRFORCE,Nigeria,N
3659,Nigerian Global,(Unknown),"",NGX,AIR GLOBAL,Nigeria,N
3660,Night Express,(Unknown),"",EXT,EXECUTIVE,Germany,N
3661,Niki,(Unknown),HG,NLY,FLYNIKI,Austria,Y
3662,Nikolaev-Air,(Unknown),"",NKV,AIR NIKOLAEV,Ukraine,N
3663,Nile Safaris Aviation,(Unknown),"",NSA,NILE SAFARIS,Sudan,N
3664,Nile Valley Aviation Company,(Unknown),"",NVA,"",Egypt,N
3665,Nile Wings Aviation Services,(Unknown),"",NLW,NILE WINGS,Sudan,N
3666,Nimbus Aviation,(Unknown),"",NBS,NIMBUS,United Kingdom,N
3667,Nippon Cargo Airlines,(Unknown),KZ,NCA,NIPPON CARGO,Japan,N
3668,Nizhnevartovskavia,(Unknown),"",NVK,VARTOSKAVIA,Russia,N
3669,Search and Rescue 202,(Unknown),"",SRG,"",United Kingdom,N
3670,Search and Rescue 22,(Unknown),"",SRD,"",United Kingdom,N
3671,No. 32 (The Royal) Squadron RAF,(Unknown),"",NOH,NORTHOLT,United Kingdom,N
3672,84 Squadron Royal Air Force @ RAF Akrotiri,(Unknown),"",AKG,GRIFTER,United Kingdom,N
3673,Nobil Air,(Unknown),"",NBL,NOBIL AIR,Moldova,N
3674,Nok Air,(Unknown),DD,NOK,NOK AIR,Thailand,Y
3675,Nolinor Aviation,(Unknown),"",NRL,NOLINOR,Canada,N
3676,Nomad Aviation,(Unknown),"",NMD,NOMAD AIR,Namibia,N
3677,Norcopter,(Unknown),"",NOC,"",Norway,N
3678,Nord-Flyg,(Unknown),"",NEF,NORDEX,Sweden,N
3679,Nordeste Linhas Aereas Regionais,(Unknown),JH,NES,NORDESTE,Brazil,N
3680,Nordic Regional,(Unknown),6N,NRD,NORTH RIDER,Sweden,N
3681,Nordic Solutions,(Unknown),"",NVD,NORDVIND,Lithuania,N
3682,Nordstree (Australia),(Unknown),"",NDS,"",Australia,N
3683,Norestair,(Unknown),"",NRT,NORESTAIR,Spain,N
3684,Norfolk County Flight College,(Unknown),"",NCF,COUNTY,United Kingdom,Y
3685,Norontair,(Unknown),"",NOA,NORONTAIR,Canada,N
3686,Norrlandsflyg,(Unknown),"",HMF,LIFEGUARD SWEDEN,Sweden,N
3687,Norse Air Charter,(Unknown),"",NRX,NORSE AIR,South Africa,N
3688,Norsk Flyrjeneste,(Unknown),"",NIR,NORSEMAN,Norway,N
3689,Norsk Helikopter,(Unknown),"",NOR,NORSKE,Norway,N
3690,Norsk Luftambulanse,(Unknown),"",DOC,HELIDOC,Norway,N
3691,Nortavia,(Unknown),"",RTV,TIC-TAC,Portugal,N
3692,North Adria Aviation,(Unknown),"",NAI,NORTH-ADRIA,Croatia,N
3693,North American Airlines,(Unknown),"",NTM,NORTHAM,Canada,Y
3694,North American Charters,(Unknown),"",HMR,HAMMER,Canada,Y
3695,North American Jet Charter Group,(Unknown),"",NAJ,JET GROUP,United States,N
3696,North Atlantic Air Inc,(Unknown),"",NAT,MASS AIR,United States,N
3697,North Atlantic Cargo,(Unknown),"",NFC,NORTH ATLANTIC,Norway,N
3698,North British Airlines,(Unknown),"",NBN,TEESAIR,United Kingdom,N
3699,North Caribou Flying Service Ltd,(Unknown),"",NCB,NORTH CARIBOU,Canada,N
3700,North Coast Air Services Ltd,(Unknown),"",NCC,NORTH COAST,Canada,N
3701,North Coast Aviation,(Unknown),N9,"","",Papua New Guinea,N
3702,North Flying,(Unknown),M3,NFA,NORTH FLYING,Denmark,N
3703,North Sea Airways,(Unknown),"",NRC,NORTH SEA,Netherlands,N
3704,North Star Air Cargo,(Unknown),"",SBX,SKY BOX,United States,N
3705,North Vancouver Airlines,(Unknown),"",NRV,NORVAN,Canada,N
3706,North West Airlines,(Unknown),"",NWW,HALANT,Australia,N
3707,North West Geomatics,(Unknown),"",PTO,PHOTO,Canada,N
3708,North-East Airlines,(Unknown),"",NEN,NORTHEAST SWAN,Nigeria,N
3709,North-West Air Transport Company - Vyborg,(Unknown),"",VBG,VYBORG AIR,Russia,N
3710,North-Wright Airways,(Unknown),HW,NWL,NORTHWRIGHT,Canada,N
3711,Northafrican Air Transport,(Unknown),"",NLL,NORTHAFRICAN AIR,Libya,N
3712,Northaire Feight Lines,(Unknown),"",NFL,GREAT LAKES,United States,N
3713,Northamptonshire School of Flying,(Unknown),"",NSF,NORTON,United Kingdom,N
3714,Northcoast Executive Airlines,(Unknown),"",NCE,TOP HAT,United States,N
3715,Northeast Airlines,(Unknown),"",NEE,NORTHEAST,United States,N
3716,Northeast Aviation,(Unknown),"",NPX,NORTHEAST EXPRESS,United States,N
3717,Northern Air Cargo,(Unknown),NC,NAC,YUKON,United States,N
3718,Northern Airlines Sanya,(Unknown),"",BYC,BEIYA,China,N
3719,Northern Airways,(Unknown),"",NDA,NORTHERN DAKOTA,United States,N
3720,Northern Aviation Service,(Unknown),"",CMU,LANNA AIR,Thailand,N
3721,Northern Dene Airways,(Unknown),U7,"","",Canada,Y
3722,Northern Executive Aviation,(Unknown),"",NEX,NEATAX,United Kingdom,N
3723,Northern Illinois Commuter,(Unknown),"",NIC,ILLINOIS COMMUTER,United States,N
3724,Northern Jet Management,(Unknown),"",NTX,NORTAX,United States,N
3725,Northern Thunderbird Air,(Unknown),"",NTA,THUNDERBIRD,Canada,N
3726,Northland Aviation,(Unknown),"",KOE,KOKEE,United States,N
3727,Northstar Aviation,(Unknown),"",NSS,NORTHSTAR,United States,N
3728,Northumbria Helicopters,(Unknown),"",NHL,NORTHUMBRIA,United Kingdom,N
3729,Northway Aviation Ltd,(Unknown),"",NAL,NORTHWAY,Canada,N
3730,Northwest Aero Associates,(Unknown),"",NWE,"",United States,N
3731,Northwest Airlines,(Unknown),NW,NWA,NORTHWEST,United States,Y
3732,Northwest Regional Airlines,(Unknown),FY,NWR,"",Australia,N
3733,Northwest Territorial Airways,(Unknown),"",NWT,TERRITORIAL,Canada,N
3734,Northwestern Air,(Unknown),J3,PLR,POLARIS,Canada,Y
3735,Northwinds Northern,(Unknown),"",NWN,NORTHWINDS,Canada,N
3736,Nortland Air Manitoba,(Unknown),"",NAM,MANITOBA,Canada,N
3737,Norwegian Air Shuttle,(Unknown),DY,NAX,NOR SHUTTLE,Norway,Y
3738,Norwegian Aviation College,(Unknown),"",TFN,SPRIT,Norway,Y
3739,Notams International,(Unknown),"",XNT,"",United States,N
3740,Nouvel Air Tunisie,(Unknown),BJ,LBT,NOUVELAIR,Tunisia,Y
3741,Nova Airline,(Unknown),M4,NOV,NOVANILE,Sudan,N
3742,Nova Scotia Department of Lands and Forests,(Unknown),"",PTR,PATROL,Canada,N
3743,Novair,(Unknown),1I,NVR,NAVIGATOR,Sweden,Y
3744,Novogorod Air Enterprise,(Unknown),"",NVG,SADKO AVIA,Russia,N
3745,Novosibirsk Aircraft Repairing Plant,(Unknown),"",NSP,NARPAIR,Russia,N
3746,Novosibirsk Aviaenterprise,(Unknown),"",NBE,NAKAIR,Russia,N
3747,Novosibirsk Aviation Production Association,(Unknown),"",NPO,NOVSIB,Russia,N
3748,Noy Aviation,(Unknown),"",NOY,NOY AVIATION,Israel,N
3749,Nuevo Continente,(Unknown),N6,ACQ,AERO CONTINENTE,Peru,N
3750,Nuevo Horizonte Internacional,(Unknown),"",NHR,NUEVO HORIZONTE,Mexico,N
3751,Nunasi-Central Airlines,(Unknown),"",NUN,NUNASI,Canada,N
3752,Nurman Avia Indopura,(Unknown),"",NIN,NURVINDO,Indonesia,N
3753,Nyasa Express,(Unknown),"",NYS,NYASA,Malawi,N
3754,Nas Air,(Unknown),XY,KNE,NAS EXPRESS,Saudi Arabia,Y
3755,O Air,(Unknown),"",OCN,O-BIRD,France,N
3756,O'Connor Airlines,(Unknown),UQ,OCM,OCONNOR,Australia,N
3757,OAG,(Unknown),CR,"","",United Kingdom,N
3758,OSACOM,(Unknown),"",JPA,J-PAT,United States,N
3759,Oasis Hong Kong Airlines,(Unknown),O8,OHK,OASIS,Hong Kong,Y
3760,Ocean Air,(Unknown),"",BCN,BLUE OCEAN,Mauritania,Y
3761,Ocean Airlines,(Unknown),VC,VCX,OCEANCARGO,Italy,N
3762,Ocean Sky (UK),(Unknown),"",OCS,OCEANSKY,United Kingdom,N
3763,Ocean Wings Commuter Service,(Unknown),"",TUK,TUCKERNUCK,United States,N
3764,Oceanair,(Unknown),O6,ONE,OCEANAIR,Brazil,Y
3765,Oceanic Airlines,(Unknown),O2,"","",Guinea,Y
3766,Odessa Airlines,(Unknown),"",ODS,ODESSA AIR,Ukraine,N
3767,Odyssey International,(Unknown),"",ODY,ODYSSEY,Canada,N
3768,Office Federal De'Aviation Civile,(Unknown),"",FOC,FOCA,Switzerland,N
3769,Ogooue Air Cargo,(Unknown),"",GBO,"",Gabon,N
3770,Okada Airlines,(Unknown),"",OKJ,OKADA AIR,Nigeria,N
3771,Okapi Airways,(Unknown),"",OKP,OKAPI,Democratic Republic of Congo,N
3772,Okay Airways,(Unknown),"",OKA,OKAYJET,China,N
3773,Oklahoma Department of Public Safety,(Unknown),"",OKL,OKLAHOMA,United States,N
3774,Olimex Aerotaxi,(Unknown),"",OLX,OLIMEX,Czech Republic,N
